id,event_type,event_cause,priority,corridor,zone,target_clearance_duration_mins,extracted_severity,vehicle_class,action_agency,osm_edge_u,osm_edge_v,road_highway_type,road_lanes,road_maxspeed
FKID002052,unplanned,vehicle_breakdown,High,Bannerghata Road,,86.29304546666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,2891419523,560654632,tertiary,2,50.0
FKID002065,unplanned,vehicle_breakdown,High,Mysore Road,,110.00090083333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,663311696,10044013422,primary,4,40.0
FKID002066,unplanned,congestion,High,Hennur Main Road,,115.77675745,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,391880991,391881001,residential,1,40.0
FKID002068,unplanned,vehicle_breakdown,High,West of Chord Road,,43.553649566666664,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10225340679,12531369248,secondary,2,40.0
FKID002070,unplanned,vehicle_breakdown,High,Tumkur Road,,7.989997,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,12638345708,12638345735,tertiary,1,40.0
FKID002072,unplanned,vehicle_breakdown,Low,Non-corridor,,8.7919678,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,7479638854,7479638850,trunk,2,40.0
FKID002075,unplanned,accident,High,Mysore Road,,39.028780866666665,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11688206892,6194140505,trunk,1,40.0
FKID002081,unplanned,vehicle_breakdown,High,Tumkur Road,,9.854202483333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,4843481808,12353375373,trunk,2,60.0
FKID002082,unplanned,vehicle_breakdown,High,Bellary Road 2,,105.73423235,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9871509150,6904786101,primary,2,80.0
FKID002087,unplanned,vehicle_breakdown,High,ORR East 1,,82.21110071666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11428038812,11428038814,tertiary,2,40.0
FKID002091,unplanned,accident,High,ORR North 1,,41.37271345,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,3800587382,3800587383,tertiary,2,40.0
FKID002094,unplanned,construction,Low,Non-corridor,,1381.6930457333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,4940320915,7613304828,primary,3,80.0
FKID002098,unplanned,accident,Low,Non-corridor,,41.838232833333336,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1559292340,490481567,residential,1,40.0
FKID002100,unplanned,vehicle_breakdown,High,Tumkur Road,,22.2301904,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,308232944,426823706,secondary,1,40.0
FKID002106,unplanned,water_logging,Low,Non-corridor,,123.31325763333332,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1837595307,1707859865,primary,2,40.0
FKID002109,unplanned,others,Low,Non-corridor,,15.814499816666666,NORMAL_OBSTRUCTION,OTHER,BESCOM,12143515330,1794666964,secondary,2,40.0
FKID002120,unplanned,vehicle_breakdown,Low,Non-corridor,,7.453080083333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,62053697,11536092346,primary,1,40.0
FKID002121,unplanned,accident,High,Airport New South Road,,68.80150233333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,3526181364,1808871358,primary,1,40.0
FKID002126,unplanned,vehicle_breakdown,High,Mysore Road,,111.61205211666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2224072996,2224072929,residential,1,40.0
FKID002131,unplanned,vehicle_breakdown,High,Mysore Road,,125.65330900000001,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,11496183647,248455468,primary,4,25.0
FKID002134,unplanned,vehicle_breakdown,Low,Non-corridor,,38.49233733333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,343453369,11890755678,trunk,2,40.0
FKID002136,unplanned,vehicle_breakdown,High,IRR(Thanisandra road),,91.30090236666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10225316065,6017833813,primary,2,40.0
FKID002144,unplanned,vehicle_breakdown,Low,Non-corridor,,19.639472016666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,663311696,10044013422,primary,4,40.0
FKID002145,unplanned,vehicle_breakdown,High,Bellary Road 2,,59.57834488333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,10975890136,6131746732,secondary,1,40.0
FKID002151,unplanned,vehicle_breakdown,High,Tumkur Road,,12.384581016666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2400007904,9994345613,trunk,2,60.0
FKID002154,unplanned,vehicle_breakdown,High,Bannerghata Road,,16.992135533333332,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,13296328822,13296328816,busway,1,40.0
FKID002156,unplanned,vehicle_breakdown,Low,Non-corridor,,13.267902833333332,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,4030913219,1594859683,tertiary,1,40.0
FKID002159,unplanned,vehicle_breakdown,High,Bellary Road 2,,25.298768399999997,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,11486387657,13851353728,trunk,3,80.0
FKID002160,unplanned,vehicle_breakdown,High,Hosur Road,,2.2634015499999998,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,6137525101,10282769895,primary,1,40.0
FKID002167,unplanned,vehicle_breakdown,Low,Non-corridor,,25.79376715,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,13826324069,6132482714,tertiary,2,50.0
FKID002170,unplanned,vehicle_breakdown,High,Hosur Road,,12.6312672,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6137525101,10282769895,primary,1,40.0
FKID002171,unplanned,vehicle_breakdown,High,Tumkur Road,,16.656762166666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2703669994,251361763,trunk,2,60.0
FKID002172,unplanned,construction,Low,Non-corridor,,1311.6875813333331,NORMAL_OBSTRUCTION,OTHER,BBMP,7613304828,2250391934,primary,3,80.0
FKID002175,unplanned,vehicle_breakdown,Low,Non-corridor,,6.593964850000001,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,308072854,7227496205,secondary,2,40.0
FKID002177,unplanned,vehicle_breakdown,High,Mysore Road,,45.96836663333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,2221301400,2221301377,trunk,1,40.0
FKID002178,unplanned,vehicle_breakdown,High,ORR East 2,,42.19713446666666,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1568919387,1568921223,tertiary,1,40.0
FKID002179,unplanned,vehicle_breakdown,Low,Non-corridor,,54.65853513333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2105846890,1707859865,primary_link,1,40.0
FKID002181,unplanned,vehicle_breakdown,High,Tumkur Road,,67.62782723333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,446784265,426403824,secondary,1,40.0
FKID002190,unplanned,others,High,Bellary Road 1,,122.96864301666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1435578902,1435578886,tertiary,1,40.0
FKID002191,unplanned,vehicle_breakdown,High,Old Airport Road,,113.27622685,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,253180008,11228965373,primary,2,40.0
FKID002195,unplanned,vehicle_breakdown,High,Tumkur Road,,66.48960311666666,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,1977975568,11888546688,secondary,1,40.0
FKID002197,unplanned,vehicle_breakdown,High,Mysore Road,,79.15418580000001,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,286679311,12128943145,primary,1,40.0
FKID002200,unplanned,accident,High,Bellary Road 2,,22.644470733333332,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10965349427,10965349426,residential,1,40.0
FKID002201,unplanned,vehicle_breakdown,Low,Non-corridor,,95.58107615,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,302493095,7287467667,secondary,2,40.0
FKID002202,unplanned,others,Low,Non-corridor,,3.5981080333333333,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,463429663,308072386,secondary,2,40.0
FKID002205,unplanned,vehicle_breakdown,High,Bannerghata Road,,35.7911427,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,4397429402,4397429403,tertiary,1,40.0
FKID002207,unplanned,vehicle_breakdown,High,Tumkur Road,,84.46969001666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6894234846,426403819,trunk,2,60.0
FKID002209,unplanned,vehicle_breakdown,High,Hosur Road,,14.2335291,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1472248447,1837005173,primary,2,50.0
FKID002210,unplanned,vehicle_breakdown,High,Old Madras Road,,33.554378899999996,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12692472179,2268430874,primary,2,40.0
FKID002213,unplanned,vehicle_breakdown,High,Varthur Road,,30.59855698333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,1368801684,9876718389,primary,2,40.0
FKID002220,unplanned,vehicle_breakdown,High,Hosur Road,,59.47093031666667,PARTIAL_BLOCK,BMTC_BUS,TRAFFIC_POLICE,1614298011,1617743335,primary,2,60.0
FKID002221,unplanned,vehicle_breakdown,Low,Non-corridor,,28.422718233333335,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1990628306,12625079628,secondary,2,40.0
FKID002222,unplanned,vehicle_breakdown,Low,Non-corridor,,46.03317931666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,663920335,3820089796,trunk,1,60.0
FKID002223,unplanned,vehicle_breakdown,High,Tumkur Road,,105.15403339999999,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11964711936,12526733238,trunk,2,60.0
FKID002226,unplanned,vehicle_breakdown,High,Mysore Road,,97.20824538333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9800550133,699684245,trunk,1,40.0
FKID002227,unplanned,vehicle_breakdown,High,Bellary Road 2,,35.270044866666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11486387657,13851353728,trunk,3,80.0
FKID002230,unplanned,vehicle_breakdown,High,Mysore Road,,24.78094095,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11900286915,1833036999,trunk,1,40.0
FKID002232,unplanned,vehicle_breakdown,Low,Non-corridor,,103.95695343333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1773364556,2486222669,secondary,2,40.0
FKID002235,unplanned,vehicle_breakdown,High,ORR North 1,,76.73107366666666,NORMAL_OBSTRUCTION,HEAVY_GOODS,TRAFFIC_POLICE,11165270541,11166168056,tertiary,1,40.0
FKID002236,unplanned,vehicle_breakdown,High,Bellary Road 1,,25.963968299999998,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2460375002,7172904984,tertiary,3,40.0
FKID002238,unplanned,vehicle_breakdown,High,Tumkur Road,,47.135134183333335,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,2446079578,11964711936,trunk,2,60.0
FKID002241,unplanned,accident,High,Bellary Road 1,,52.424526316666665,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,582566911,1435591532,tertiary,1,40.0
FKID002244,unplanned,vehicle_breakdown,High,Hosur Road,,21.590795766666666,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,1472248447,1837005173,primary,2,50.0
FKID002249,unplanned,vehicle_breakdown,Low,Non-corridor,,149.32047236666668,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6904901489,9870839694,primary,1,40.0
FKID002250,unplanned,vehicle_breakdown,High,ORR West 1,,21.186916433333334,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,287897027,7100647716,tertiary,1,40.0
FKID002251,unplanned,vehicle_breakdown,High,Old Madras Road,,64.23054711666667,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,10075533188,10123663830,primary,3,40.0
FKID002254,planned,procession,Low,Non-corridor,,6.63138725,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,569884930,570496111,secondary,2,40.0
FKID002261,unplanned,vehicle_breakdown,High,ORR East 1,,10.150801150000001,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,2156205416,2130361899,tertiary,2,40.0
FKID002264,unplanned,vehicle_breakdown,High,ORR East 1,,146.0768349,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12060861673,11428038812,tertiary,2,40.0
FKID002267,unplanned,vehicle_breakdown,Low,Non-corridor,,73.34186823333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1589532592,13298803529,primary,2,40.0
FKID002270,unplanned,vehicle_breakdown,Low,Non-corridor,,56.471942150000004,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10148771374,10148771375,motorway_link,1,40.0
FKID002276,unplanned,vehicle_breakdown,High,Mysore Road,,63.264801049999996,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,663311696,10044013422,primary,4,40.0
FKID002278,unplanned,vehicle_breakdown,High,Mysore Road,,2.348085033333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12077162815,12128921371,primary,1,40.0
FKID002283,unplanned,vehicle_breakdown,Low,Non-corridor,,111.59204438333333,PARTIAL_BLOCK,BMTC_BUS,TRAFFIC_POLICE,13072765081,494076707,primary,2,40.0
FKID002284,unplanned,others,High,Varthur Road,,99.1271216,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1701004552,10182141697,primary,2,40.0
FKID002285,unplanned,vehicle_breakdown,High,Hennur Main Road,,46.373055349999994,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,4512137194,448996392,primary,2,40.0
FKID002286,unplanned,tree_fall,Low,Non-corridor,,16.442733933333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,308915759,3158788661,primary,2,40.0
FKID002287,unplanned,vehicle_breakdown,Low,Non-corridor,,48.24556945,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,294083863,578096267,secondary,1,40.0
FKID002291,unplanned,vehicle_breakdown,Low,Non-corridor,,23.094677766666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6132482714,6180424437,tertiary,2,50.0
FKID002293,unplanned,vehicle_breakdown,High,Old Madras Road,,10.697492350000001,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,3740962430,10075533189,primary,2,40.0
FKID002294,unplanned,vehicle_breakdown,High,Bellary Road 2,,61.77526506666666,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,1866324032,3750773809,secondary,2,40.0
FKID002301,unplanned,vehicle_breakdown,High,Hosur Road,,89.98981611666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1472248456,10043935988,primary_link,1,30.0
FKID002304,unplanned,vehicle_breakdown,High,Mysore Road,,44.60061098333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,428420203,1469034694,primary,1,40.0
FKID002308,unplanned,vehicle_breakdown,Low,Non-corridor,,102.37431906666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,13459522649,251146209,primary,2,40.0
FKID002309,unplanned,others,High,Hosur Road,,330.18084595,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,9938546097,6521889001,residential,1,40.0
FKID002311,unplanned,tree_fall,High,Tumkur Road,,239.99684209999998,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,2400007904,9994345613,trunk,2,60.0
FKID002316,unplanned,vehicle_breakdown,High,ORR North 2,,83.04273458333334,NORMAL_OBSTRUCTION,LIGHT_VEHICLE,TRAFFIC_POLICE,11601696870,2446079578,trunk,2,30.0
FKID002321,unplanned,vehicle_breakdown,High,Mysore Road,,17.988405883333332,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1780334138,11182496366,trunk,1,40.0
FKID002327,unplanned,vehicle_breakdown,Low,Non-corridor,,120.1229665,NORMAL_OBSTRUCTION,OTHER,BWSSB,249082011,4030004338,primary,3,40.0
FKID002333,unplanned,vehicle_breakdown,High,Magadi Road,,15.682897033333335,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10841401109,2224637203,primary,1,40.0
FKID002334,unplanned,vehicle_breakdown,High,ORR East 2,,18.770652916666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6152828051,10050249651,tertiary,2,40.0
FKID002335,unplanned,vehicle_breakdown,High,Bellary Road 2,,26.713455833333335,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12553535777,332955193,trunk,3,80.0
FKID002336,unplanned,vehicle_breakdown,High,Old Airport Road,,27.165104633333332,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,11337845996,11337846009,primary,2,40.0
FKID002348,unplanned,pot_holes,High,CBD 2,,1.5017334166666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12433045764,10121033916,primary,3,40.0
FKID002349,unplanned,vehicle_breakdown,High,Magadi Road,,32.257464766666665,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1557383780,1557381555,residential,1,40.0
FKID002350,unplanned,vehicle_breakdown,Low,Non-corridor,,72.78544391666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,456036759,456036760,residential,1,40.0
FKID002351,unplanned,vehicle_breakdown,Low,Non-corridor,,107.52890245,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,12141911045,663311696,primary,4,40.0
FKID002360,unplanned,vehicle_breakdown,High,Old Madras Road,,55.235213316666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11387424958,11387424942,living_street,1,40.0
FKID002363,unplanned,others,High,Mysore Road,,302.99378225,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,248671281,3351054486,trunk,1,40.0
FKID002366,unplanned,vehicle_breakdown,High,Magadi Road,,86.55830583333334,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,13639250969,308184611,primary,1,40.0
FKID002367,unplanned,vehicle_breakdown,High,Mysore Road,,78.09311583333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,249588942,1836940315,trunk,1,40.0
FKID002368,unplanned,accident,High,ORR North 1,,34.21685993333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,442107275,12672273597,trunk,3,60.0
FKID002370,unplanned,vehicle_breakdown,High,ORR North 1,,22.854111483333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11850325025,11442861631,trunk,3,40.0
FKID002377,unplanned,vehicle_breakdown,High,Hosur Road,,2.5054130166666666,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,7478079930,10118704040,tertiary,2,40.0
FKID002378,unplanned,vehicle_breakdown,High,Magadi Road,,64.30445040000001,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10039131920,11868292089,primary,2,50.0
FKID002385,unplanned,construction,Low,Non-corridor,,21.925417683333333,PARTIAL_BLOCK,OTHER,BWSSB,1636623321,3676198939,secondary,1,40.0
FKID002387,unplanned,others,High,Bellary Road 1,,14.34505785,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,282765938,461539120,primary,3,40.0
FKID002388,unplanned,vehicle_breakdown,Low,Non-corridor,,50.05725543333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,11809900886,308915754,primary,3,25.0
FKID002389,unplanned,vehicle_breakdown,High,Mysore Road,,39.02434768333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1210353360,12128921388,primary,5,40.0
FKID002396,unplanned,vehicle_breakdown,High,Bellary Road 1,,29.16649395,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1435578872,1435578902,tertiary,1,40.0
FKID002401,unplanned,vehicle_breakdown,Low,Non-corridor,,84.40798688333332,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,10862018026,1835344753,secondary,1,40.0
FKID002406,unplanned,others,High,Old Airport Road,,1.6053822999999998,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3645970270,1442364216,primary,1,40.0
FKID002414,unplanned,vehicle_breakdown,High,Tumkur Road,,12.03063225,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,13800491202,13800491203,trunk_link,1,40.0
FKID002415,unplanned,vehicle_breakdown,High,Mysore Road,,8.410828716666666,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,245615180,249081348,primary,5,40.0
FKID002417,unplanned,vehicle_breakdown,High,Mysore Road,,23.780724000000003,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6932109139,5168531370,trunk,1,40.0
FKID002420,unplanned,vehicle_breakdown,High,West of Chord Road,,29.734221366666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,699684302,1780334125,trunk,1,40.0
FKID002421,unplanned,vehicle_breakdown,High,Mysore Road,,60.74641678333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,7218205285,12538710573,trunk,1,40.0
FKID002428,unplanned,others,Low,Non-corridor,,38.768891116666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,11235520055,11235520061,residential,1,40.0
FKID002429,unplanned,vehicle_breakdown,Low,Non-corridor,,57.316075016666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3149352402,3149352403,residential,1,40.0
FKID002434,unplanned,others,High,Mysore Road,,6.82868555,NORMAL_OBSTRUCTION,OTHER,BBMP,3351393277,2221301400,trunk,1,40.0
FKID002437,unplanned,vehicle_breakdown,Low,Non-corridor,,54.46608108333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1538045797,2558445516,tertiary,2,40.0
FKID002438,unplanned,vehicle_breakdown,High,ORR North 1,,40.761785499999995,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12570895062,333819107,trunk,3,40.0
FKID002439,unplanned,vehicle_breakdown,High,Mysore Road,,90.19987731666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,245615180,249081348,primary,5,40.0
FKID002444,unplanned,vehicle_breakdown,High,Bellary Road 1,,86.78634966666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,850854732,850854779,trunk_link,1,40.0
FKID002446,unplanned,vehicle_breakdown,Low,Non-corridor,,81.11977473333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6194047462,331147627,primary,2,40.0
FKID002450,unplanned,vehicle_breakdown,Low,Non-corridor,,8.9473605,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,13366418831,10094820700,residential,1,40.0
FKID002453,unplanned,vehicle_breakdown,Low,Non-corridor,,30.47674805,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,347295589,12430010319,primary,1,40.0
FKID002455,unplanned,vehicle_breakdown,High,Magadi Road,,67.566669,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,4692323155,4692323151,primary,1,40.0
FKID002456,unplanned,water_logging,Low,Non-corridor,,4.666376866666667,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,10060571687,12128921373,residential,1,40.0
FKID002457,unplanned,vehicle_breakdown,High,Tumkur Road,,21.935244516666668,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,3833785299,3833840726,motorway,2,120.0
FKID002458,unplanned,vehicle_breakdown,Low,Non-corridor,,31.711534466666667,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,1837297545,11886006943,trunk,2,40.0
FKID002460,unplanned,vehicle_breakdown,Low,Non-corridor,,121.07565023333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,442437897,1364038689,trunk,3,60.0
FKID002461,unplanned,water_logging,Low,Non-corridor,,121.41991448333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,12459218191,10123822795,primary,2,40.0
FKID002466,unplanned,vehicle_breakdown,Low,Non-corridor,,55.092613899999996,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,7613304828,2250391934,primary,3,80.0
FKID002467,unplanned,vehicle_breakdown,High,Mysore Road,,9.4180207,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10074749590,10074749592,residential,1,40.0
FKID002471,unplanned,vehicle_breakdown,High,Tumkur Road,,9.946038833333334,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,1054665144,3834008960,motorway,2,120.0
FKID002474,unplanned,pot_holes,High,CBD 1,,45.08455431666666,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,578138484,254665681,tertiary,2,40.0
FKID002475,unplanned,vehicle_breakdown,High,Hennur Main Road,,39.94712393333334,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,353187828,13172542243,tertiary,2,40.0
FKID002476,unplanned,vehicle_breakdown,High,ORR West 1,,47.0778124,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,6904207722,13769698528,tertiary,1,40.0
FKID002477,unplanned,vehicle_breakdown,High,Mysore Road,,43.93709355,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,459598606,12128921373,primary,3,40.0
FKID002478,unplanned,accident,High,Hosur Road,,19.286777033333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,10282769895,6970466614,trunk,2,60.0
FKID002481,unplanned,vehicle_breakdown,High,Bellary Road 1,,26.211784233333333,NORMAL_OBSTRUCTION,BMTC_BUS,TRAFFIC_POLICE,1732217257,2398494004,trunk,3,60.0
FKID002488,unplanned,vehicle_breakdown,High,Mysore Road,,20.760291183333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1523171187,5358267800,trunk,1,40.0
FKID002500,unplanned,vehicle_breakdown,High,Tumkur Road,,14.798998433333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,11630007270,11630007269,residential,1,40.0
FKID002501,unplanned,vehicle_breakdown,High,ORR East 2,,1.3184935833333333,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,1259491769,10067234350,trunk,3,40.0
FKID002503,unplanned,water_logging,High,CBD 2,,1397.64799305,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,254665655,10121050217,primary,2,40.0
FKID002505,unplanned,vehicle_breakdown,High,Tumkur Road,,17.37361458333333,NORMAL_OBSTRUCTION,OTHER,TRAFFIC_POLICE,426835306,308231935,secondary,1,40.0
FKID002506,unplanned,vehicle_breakdown,Low,Non-corridor,,137.26294234999997,PARTIAL_BLOCK,OTHER,TRAFFIC_POLICE,574543682,599212253,tertiary,1,40.0
FKID002517,unplanned,vehicle_breakdown,High,Mysore Road,,55.2758047,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,428858185,249083738,trunk,2,40.0
FKID002521,unplanned,vehicle_breakdown,Low,Non-corridor,,12.261251683333334,UNKNOWN,UNKNOWN,TRAFFIC_POLICE,11731358825,10121158788,primary,1,40.0
